user_id,is_member,membership_cancelled,tenure_days,recency_days,day_since_last_order,order_count,total_spend,cart_abandon_count,wishlist_idle_count,coupon_unused_count,bad_review_count,cancel_count,spending_drop_ratio,satisfaction_score,prefered_order_cat,seed_group,seed_type,churned
161,0,0,844,4,22,28,1305444,0,0,0,0,0,0.87,4,뷰티,normal,,0
162,0,0,459,14,5,26,1744314,0,1,0,0,0,0.87,5,반려동물,normal,,0
163,0,0,257,0,25,5,256290,0,0,0,0,0,0.95,,문구/오피스,normal,,0
164,0,0,914,12,16,21,465171,0,0,0,0,0,0.78,,문구/오피스,normal,,0
165,0,0,276,12,22,7,619962,0,0,1,2,0,0.85,,완구/취미,risk,BAD_EXPERIENCE,0
166,0,0,97,11,6,6,504480,0,0,1,0,0,0.78,,헬스/건강,normal,,0
167,1,0,724,70,75,26,1107002,0,1,1,0,0,0.81,,헬스/건강,risk,LOGIN_INACTIVE,1
168,1,0,665,1,28,30,1018110,0,0,0,0,0,0.79,3,문구/오피스,normal,,0
169,0,0,496,5,27,10,726920,0,1,0,0,0,0.84,,스포츠,normal,,0
170,0,0,872,3,26,30,779250,0,0,0,0,0,0.84,,문구/오피스,normal,,0
171,1,0,232,11,13,17,707659,0,1,0,0,0,0.81,,출산/유아동,normal,,0
172,1,0,66,33,53,1,21683,0,0,0,0,0,0.87,4,생활용품,risk,FIRST_ORDER_ONLY,1
173,0,1,886,16,26,26,2142166,0,0,0,0,0,1.09,3,자동차,risk,MEMBERSHIP_CANCEL,0
174,0,0,238,9,24,11,274241,0,0,0,0,0,0.81,,뷰티,normal,,0
175,0,0,861,4,13,30,2246730,0,2,0,2,2,1.09,1,가전/디지털,composite,,1
176,0,0,848,10,23,18,850986,0,0,0,0,0,1.2,,자동차,normal,,1
177,0,0,569,29,27,19,487369,0,0,0,0,0,0.51,,완구/취미,border,,0
178,0,0,113,14,19,27,1162431,0,0,0,0,0,0.8,4,스포츠,normal,,0
179,0,0,798,7,20,11,689975,0,0,1,0,0,0.9,,가구/인테리어,normal,,0
180,0,1,393,18,5,7,357553,0,1,0,0,0,0.89,4,패션,risk,MEMBERSHIP_CANCEL,1
181,0,0,556,0,30,22,1696838,0,1,0,0,0,1.0,,헬스/건강,normal,,0
182,1,0,528,11,8,8,536008,1,0,0,0,0,1.2,2,완구/취미,normal,,0
183,0,0,347,2,5,5,405090,0,0,3,0,0,1.33,3,문구/오피스,risk,COUPON_EXPIRING,0
184,0,0,868,12,22,9,380457,0,0,0,0,0,1.02,,출산/유아동,normal,,0
185,0,0,560,13,8,20,1641220,0,0,0,0,0,1.23,,생활용품,normal,,1
186,0,0,313,5,15,11,540661,1,0,0,0,0,1.12,,반려동물,normal,,0
187,1,0,487,0,3,4,326756,0,0,0,0,0,1.01,,가전/디지털,normal,,0
188,0,0,877,11,28,29,952476,0,0,0,0,0,0.76,,완구/취미,normal,,0
189,0,0,476,3,6,27,1808352,0,0,0,0,0,1.06,,패션,normal,,0
190,0,0,225,11,16,13,301587,1,0,0,0,0,1.21,4,식품,normal,,0
191,0,0,868,8,13,9,727704,3,0,0,0,0,1.0,,문구/오피스,risk,CART_ABANDON,1
192,0,0,363,6,26,5,276805,0,0,0,0,0,0.88,,반려동물,normal,,0
193,1,0,142,1,30,25,1600000,1,0,1,0,0,1.19,,가전/디지털,risk,CART_ABANDON,0
194,0,0,68,22,48,1,41278,0,4,0,0,0,0.79,4,헬스/건강,composite,,0
195,0,0,830,9,29,27,1282446,0,0,0,0,0,1.33,4,출산/유아동,normal,,0
196,0,0,756,74,100,20,542760,0,0,3,0,0,1.09,3,문구/오피스,composite,,1
197,0,0,981,4,16,21,1433313,0,1,1,0,0,1.36,,뷰티,normal,,0
198,0,0,252,14,30,6,480084,0,0,0,0,0,1.37,,식품,normal,,0
199,0,0,171,2,10,6,208098,0,1,1,0,0,1.09,,완구/취미,risk,WISHLIST_IDLE,0
200,0,0,486,10,19,6,484965,0,0,0,0,0,0.13,4,헬스/건강,risk,SPENDING_DROP,0
201,1,0,297,29,28,29,1856696,0,0,0,0,0,0.63,,완구/취미,border,,0
202,0,0,528,4,20,18,671310,1,0,0,0,0,0.9,,완구/취미,normal,,0
203,0,0,355,12,29,15,393030,0,0,1,0,0,1.15,,자동차,normal,,0
204,1,0,788,8,11,9,395019,1,1,0,0,0,1.18,,패션,normal,,0
205,1,0,225,3,5,8,203144,1,0,0,0,0,0.99,,패션,normal,,0
206,0,0,635,11,3,10,615420,1,5,0,0,0,1.38,5,반려동물,risk,WISHLIST_IDLE,1
207,0,0,184,14,2,13,949338,1,0,1,0,0,1.35,5,스포츠,normal,,0
208,0,0,64,11,19,8,692056,0,0,0,0,0,0.94,,자동차,normal,,1
209,0,0,647,10,6,28,2182516,0,0,0,0,0,0.78,,뷰티,normal,,1
210,0,0,68,27,50,1,17213,0,1,0,0,0,0.81,,뷰티,risk,FIRST_ORDER_ONLY,1
211,0,0,287,12,26,20,1128560,0,0,1,0,0,1.19,,뷰티,normal,,0
212,0,0,584,25,26,6,505716,0,0,1,0,0,0.52,,가전/디지털,border,,1
213,0,0,438,6,13,17,367149,0,0,1,0,0,1.32,,반려동물,normal,,1
214,0,0,280,11,30,6,469344,0,0,0,0,0,0.86,,반려동물,normal,,1
215,0,0,979,6,25,27,2005803,0,0,0,0,0,0.89,3,생활용품,normal,,1
216,0,1,948,23,12,19,544635,1,0,0,0,0,0.75,3,가구/인테리어,risk,MEMBERSHIP_CANCEL,1
217,1,0,484,2,19,12,966840,0,0,0,0,0,0.87,4,가전/디지털,normal,,0
218,0,0,38,16,38,1,70745,0,0,0,0,0,1.07,,가전/디지털,risk,FIRST_ORDER_ONLY,1
219,0,1,328,25,22,8,655488,0,0,0,0,0,0.87,,완구/취미,risk,MEMBERSHIP_CANCEL,1
220,0,0,310,0,5,24,1352040,0,1,0,0,0,0.99,4,가구/인테리어,normal,,0
221,0,0,639,6,29,19,1022276,0,0,0,0,0,0.83,,자동차,normal,,0
222,0,0,810,9,2,20,1080360,0,0,0,0,0,1.32,4,헬스/건강,normal,,0
223,0,0,425,2,3,8,445912,0,0,2,0,0,0.78,4,생활용품,risk,COUPON_EXPIRING,0
224,0,0,714,14,4,20,1747060,0,0,0,0,0,1.14,3,뷰티,normal,,0
225,1,0,616,5,29,9,553014,0,0,0,0,0,1.2,4,헬스/건강,normal,,0
226,0,0,431,1,19,26,1718288,0,0,0,0,0,0.99,,가전/디지털,normal,,0
227,0,0,481,5,7,19,635056,0,5,1,0,0,1.27,,가전/디지털,risk,WISHLIST_IDLE,0
228,0,0,766,13,18,23,2064066,0,0,1,0,0,1.02,4,가구/인테리어,normal,,0
229,0,0,179,13,6,6,133662,0,0,0,0,0,1.28,,패션,normal,,0
230,1,0,595,3,12,23,979133,2,0,1,0,0,0.89,4,생활용품,risk,CART_ABANDON,0
231,0,0,188,7,6,7,393926,1,0,3,0,0,0.13,,자동차,composite,,1
232,0,0,990,4,3,7,200781,0,0,3,0,0,0.83,,헬스/건강,risk,COUPON_EXPIRING,0
233,0,0,661,14,8,10,442190,0,3,0,0,0,1.24,,가구/인테리어,risk,WISHLIST_IDLE,0
234,0,0,416,83,101,22,1883618,0,0,0,0,0,0.79,2,출산/유아동,risk,LOGIN_INACTIVE,1
235,0,0,74,8,8,28,1262968,1,0,0,0,0,0.75,3,식품,normal,,0
236,0,0,161,14,8,27,2324295,1,0,0,0,0,0.87,,문구/오피스,normal,,0
237,0,0,169,2,28,25,1662675,1,0,0,0,0,1.01,4,헬스/건강,normal,,0
238,1,0,381,1,16,28,964852,0,0,0,0,0,0.94,,가구/인테리어,normal,,0
239,0,0,101,1,12,27,2287197,0,0,0,0,0,0.95,,생활용품,normal,,0
240,0,0,514,3,19,30,2201490,0,1,0,0,0,0.8,5,가구/인테리어,normal,,0
241,1,0,881,7,23,27,2044830,0,1,0,0,0,0.23,3,생활용품,risk,SPENDING_DROP,0
242,0,0,147,1,6,25,1793700,0,0,0,0,0,1.35,,반려동물,normal,,0
243,1,0,126,5,8,9,579465,0,1,0,0,0,0.9,,문구/오피스,normal,,0
244,0,0,802,7,10,17,948243,0,1,1,0,0,0.98,,완구/취미,normal,,0
245,0,0,38,23,38,1,75178,0,0,0,0,0,0.91,5,헬스/건강,risk,FIRST_ORDER_ONLY,0
246,0,0,815,0,28,7,202594,0,0,0,0,0,1.14,5,문구/오피스,normal,,0
247,0,0,216,4,21,14,456764,0,0,0,0,0,1.07,,생활용품,normal,,1
248,0,0,266,4,23,18,1534680,0,0,0,0,0,1.31,4,뷰티,normal,,0
249,0,0,78,12,3,21,1604694,1,0,0,0,0,1.3,4,자동차,normal,,1
250,0,0,530,6,3,18,777276,4,1,0,0,0,1.21,4,뷰티,risk,CART_ABANDON,0
251,1,0,65,39,46,1,44523,0,0,3,0,1,1.11,2,반려동물,composite,,1
252,0,0,421,12,11,25,1550150,0,0,3,0,0,0.99,,반려동물,risk,COUPON_EXPIRING,0
253,0,0,87,12,30,22,1424038,0,0,1,0,0,1.02,,헬스/건강,normal,,0
254,1,0,737,3,9,5,253760,0,0,1,0,0,0.79,,완구/취미,normal,,0
255,0,0,177,5,7,13,293579,0,0,0,0,0,1.02,,스포츠,normal,,0
256,1,0,983,6,10,20,453480,0,0,1,0,0,1.0,4,자동차,normal,,0
257,0,0,390,9,5,16,1344160,0,0,0,0,0,1.08,,반려동물,normal,,0
258,0,0,743,5,7,28,1659224,0,0,0,0,0,1.3,5,가전/디지털,normal,,0
259,0,0,137,13,29,29,1393711,0,0,1,0,0,1.01,,자동차,normal,,0
260,0,0,699,11,4,11,356576,0,0,0,0,0,1.1,,가구/인테리어,normal,,0
261,0,0,274,5,27,17,510816,0,0,1,0,0,1.03,,뷰티,normal,,0
262,1,0,380,64,91,21,1527330,0,0,0,0,0,0.12,3,헬스/건강,composite,,0
263,1,0,736,13,25,10,812490,0,0,1,0,0,1.3,4,식품,normal,,0
264,0,0,639,11,22,17,473416,0,0,0,0,0,0.85,3,문구/오피스,normal,,0
265,0,0,843,4,29,25,1926675,4,1,1,0,0,1.16,4,자동차,risk,CART_ABANDON,1
266,0,0,353,3,7,30,1608360,1,0,0,0,0,0.85,,식품,risk,CART_ABANDON,0
267,0,0,907,4,16,10,2424980,0,0,0,0,0,0.11,,출산/유아동,risk,SPENDING_DROP,0
268,0,0,324,12,27,4,225632,0,0,1,0,0,1.38,3,문구/오피스,normal,,0
269,0,0,861,0,3,19,589000,0,0,0,0,0,1.37,4,패션,normal,,0
270,1,0,747,29,28,15,477540,0,1,1,0,0,0.64,,스포츠,border,,1
271,0,0,740,13,20,20,1776920,0,2,1,1,0,0.83,,문구/오피스,composite,,1
272,0,0,239,3,10,7,543214,0,1,0,0,0,1.1,,가구/인테리어,normal,,0
273,0,0,175,5,19,26,1964170,2,0,0,0,0,1.26,4,가구/인테리어,risk,CART_ABANDON,0
274,1,0,792,5,28,19,1147448,0,1,0,0,0,1.3,,식품,normal,,0
275,0,0,878,0,24,25,1285350,0,0,0,0,0,1.21,,반려동물,normal,,0
276,1,0,761,4,19,29,1478507,3,0,1,0,0,1.01,,스포츠,risk,CART_ABANDON,0
277,0,0,902,12,9,6,353898,0,1,1,0,0,1.16,4,문구/오피스,normal,,1
278,0,0,845,26,25,29,708760,0,0,0,0,0,0.61,,완구/취미,border,,0
279,1,0,162,13,7,30,1626150,0,0,3,0,0,1.28,,스포츠,risk,COUPON_EXPIRING,0
280,0,0,524,11,2,14,375592,0,0,0,0,0,1.17,,패션,normal,,0
281,1,0,470,3,22,4,240192,0,0,0,0,0,1.09,,완구/취미,normal,,0
282,1,0,62,33,56,1,52936,0,0,0,0,0,0.15,,식품,composite,,0
283,0,0,484,5,7,6,429456,1,1,1,0,0,0.9,3,생활용품,normal,,0
284,0,0,631,9,21,4,199908,4,1,2,0,0,1.21,,자동차,composite,,1
285,0,0,151,5,7,8,283048,0,0,0,0,0,1.35,3,패션,normal,,0
286,0,0,749,7,5,30,1482690,0,0,1,0,0,1.26,,가전/디지털,normal,,0
287,0,0,824,7,14,13,481845,0,0,0,0,0,1.29,5,헬스/건강,normal,,0
288,0,0,753,3,15,27,1178307,0,0,0,0,0,0.92,3,패션,normal,,0
289,1,0,521,14,9,23,1574327,0,0,0,0,0,1.05,5,출산/유아동,normal,,0
290,1,0,769,6,23,14,669410,0,0,0,0,0,0.92,4,반려동물,normal,,0
291,1,0,630,0,3,7,445396,1,0,0,0,0,1.14,5,뷰티,normal,,0
292,0,0,881,9,24,25,649125,0,0,0,0,0,1.39,,생활용품,normal,,0
